"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"SQ_CANDIDATO";"NR_ORDEM_BEM_CANDIDATO";"CD_TIPO_BEM_CANDIDATO";"DS_TIPO_BEM_CANDIDATO";"DS_BEM_CANDIDATO";"VR_BEM_CANDIDATO";"DT_ULT_ATUAL_BEM_CANDIDATO";"HH_ULT_ATUAL_BEM_CANDIDATO"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002552485;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"MOTO HONDA NTR 160";"15000,00";"19/08/2026";"14:14:37"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002552485;4;11;"Apartamento";"APARTAMENTO EM BRASILIA - DF";"874166,80";"19/08/2026";"14:14:37"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002552486;2;12;"Casa";"50% DE UM IMÓVEL RESIDENCIAL";"50000,00";"26/08/2026";"19:55:19"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002552486;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"AUTOMÓVEL CHEVROLET ONIX";"60000,00";"26/08/2026";"19:55:19"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553883;1;99;"OUTROS BENS E DIREITOS";"INVESTIMENTOS EM CRIPTOMOEDAS ¿ BITCOIN";"491174496,00";"24/08/2026";"16:01:20"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553883;2;99;"OUTROS BENS E DIREITOS";"100% DAS QUOTAS ¿ AVALANCHE CONSULTORIA PARTICIPAÇÃO   INCORPORAÇÃO LTDA. (CNPJ 19.152.972/0001-20)";"100000,00";"24/08/2026";"16:01:20"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553883;3;99;"OUTROS BENS E DIREITOS";"99% DAS QUOTAS ¿ AVALANCHE HOLDING PARTICIPAÇÃO S/A (CNPJ 20.016.543/0001-04)";"9900,00";"24/08/2026";"16:01:20"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553883;6;99;"OUTROS BENS E DIREITOS";"99% DAS QUOTAS ¿ L A HOLDING PATRIMONIAL S/A (CNPJ 20.011.131/0001-81)";"9900,00";"24/08/2026";"16:01:20"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553883;5;99;"OUTROS BENS E DIREITOS";"OBRAS DE ARTE";"2230000,00";"24/08/2026";"16:01:20"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553883;4;99;"OUTROS BENS E DIREITOS";"JOIAS";"1200000,00";"24/08/2026";"16:01:20"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553883;7;99;"OUTROS BENS E DIREITOS";"100% DAS QUOTAS ¿ AVALANCHE BANK LTDA. (CNPJ 35.741.159/0001-41)";"500000,00";"24/08/2026";"16:01:20"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;2;99;"OUTROS BENS E DIREITOS";"APLICAÇÃO DE RENDA FIXA (CDB, RDB E OUTROS)  LFT - XP INVESTIMENTOS CCTVM S.A.";"138314,62";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;1;99;"OUTROS BENS E DIREITOS";"PARTICIPAÇÃO SOCIETÁRIA - MARÇAL PARTICIPAÇÕES LTDA (90%)  OUTRAS PARTICIPAÇÕES SOCIETÁRIAS";"2555475,00";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;4;99;"OUTROS BENS E DIREITOS";"IPO DO BEM DESCRIÇÃO BEM  VALOR (R$)  APLICAÇÃO DE RENDA FIXA (CDB, RDB E OUTROS) BANCO SAFRA - SALDO EM CONTA POUPANÇA";"1042,59";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;5;99;"OUTROS BENS E DIREITOS";"APLICAÇÃO DE RENDA FIXA (CDB, RDB E OUTROS)  BANCO ITAÚ - LETRA IMOBILIÁRIA GARANTIDA";"4900384,00";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;3;99;"OUTROS BENS E DIREITOS";"FUNDO DE INVESTIMENTO - BANCO SAFRA DI MAST RF REFERENCIADO LP";"6644693,42";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;7;99;"OUTROS BENS E DIREITOS";"APLICAÇÃO DE RENDA FIXA (CDB, RDB E OUTROS)  SALDO APLICAÇÃO CDB - BANCO ITAÚ";"26220,60";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;8;99;"OUTROS BENS E DIREITOS";"FUNDO DE INVESTIMENTO - GENIAL CORRETORA / XEQUE-MATE FIM";"583498,21";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;6;99;"OUTROS BENS E DIREITOS";"OUTRAS PARTICIPAÇÕES SOCIETÁRIAS  PARTICIPAÇÃO SOCIETÁRIA - INTEGRALIZAÇÃO CONTRATUAL (CNPJ 58.088.630/0001-40, 75%)";"9232500,00";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;9;99;"OUTROS BENS E DIREITOS";"APLICAÇÃO DE RENDA FIXA (CDB, RDB E OUTROS)  SALDO RENDA FIXA BANCO ITAÚ - RDB/CDB";"6791824,75";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;11;99;"OUTROS BENS E DIREITOS";"FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - ITAÚ DEB INC PÓS-FIXADO R";"6426476,03";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;10;13;"Terreno";"TERRENO URBANO - ALAMEDA BIRMANIA, SANTANA DE PARNAÍBA/SP";"4900000,00";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;12;99;"OUTROS BENS E DIREITOS";"DEPÓSITO BANCÁRIO EM CONTA CORRENTE NO PAÍS  SALDO EM CONTA CORRENTE - BANCO GENIAL S.A. R";"234887,39";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;14;99;"OUTROS BENS E DIREITOS";"PARTICIPAÇÃO SOCIETÁRIA - MARÇAL HOLDING LTDA (50%)  OUTRAS PARTICIPAÇÕES SOCIETÁRIAS";"19871592,00";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;13;13;"Terreno";"TERRENO (FRAÇÃO) RECEBIDO EM DAÇÃO EM PAGAMENTO - PIRENÓPOLIS/GO";"964726,00";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;16;99;"OUTROS BENS E DIREITOS";"DEPÓSITO BANCÁRIO EM CONTA CORRENTE NO PAÍS SALDO EM CONTA CORRENTE - XP INVESTIMENTOS CCTVM S.A.";"21146,41";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;17;99;"OUTROS BENS E DIREITOS";"FUNDO DE INVESTIMENTO - XEQUE-MATE MULTIMERCADO";"293646,63";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;15;99;"OUTROS BENS E DIREITOS";"PARTICIPAÇÃO SOCIETÁRIA - AVIATION PARTICIPAÇÕES LTDA (80%)  OUTRAS PARTICIPAÇÕES SOCIETÁRIAS";"80000000,00";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;19;61;"Depósito bancário em conta corrente no País";"SALDO EM CONTA CORRENTE - BANCO BTG PACTUAL S.A";"95,09";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;20;61;"Depósito bancário em conta corrente no País";"SALDO EM CONTA CORRENTE - BANCO ITAÚ (AG. 6374/CC 18487-4)";"1,01";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;18;99;"OUTROS BENS E DIREITOS";"FUNDO DE INVESTIMENTO IMOBILIÁRIO - DAMA11 R";"4653970,66";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;21;61;"Depósito bancário em conta corrente no País";"SALDO EM CONTA CORRENTE - BANCO ITAÚ (AG. 6374/CC 38488-8)";"1,00";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;22;99;"OUTROS BENS E DIREITOS";"FUNDO DE INVESTIMENTO IMOBILIÁRIO - HGIC11";"16835,19";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;23;99;"OUTROS BENS E DIREITOS";"FUNDO DE INVESTIMENTO IMOBILIÁRIO - IBCR11";"21123,51";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;24;99;"OUTROS BENS E DIREITOS";"FUNDO DE INVESTIMENTO IMOBILIÁRIO - KISU11";"15927,78";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;25;99;"OUTROS BENS E DIREITOS";"FUNDO DE INVESTIMENTO IMOBILIÁRIO - ARRI11";"52608,36";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;26;99;"OUTROS BENS E DIREITOS";"FUNDO DE INVESTIMENTO IMOBILIÁRIO - TGAR11";"58943,30";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;27;99;"OUTROS BENS E DIREITOS";"FUNDO DE INVESTIMENTO IMOBILIÁRIO - IRIM11";"17429,47";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;28;99;"OUTROS BENS E DIREITOS";"FUNDO DE INVESTIMENTO IMOBILIÁRIO - VIUR11";"4132,68";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;29;99;"OUTROS BENS E DIREITOS";"FUNDO DE INVESTIMENTO IMOBILIÁRIO - GLOG11";"35511,16";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;32;39;"Outras participações societárias";"PARTICIPAÇÃO SOCIETÁRIA - FLAT PARTICIPAÇÕES LTDA (50%)";"500000,00";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;30;99;"OUTROS BENS E DIREITOS";"FUNDO DE INVESTIMENTO IMOBILIÁRIO - TRXF11";"24907,87";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;31;99;"OUTROS BENS E DIREITOS";"FUNDO DE INVESTIMENTO IMOBILIÁRIO - RBRX11";"40162,42";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;33;39;"Outras participações societárias";"PARTICIPAÇÃO SOCIETÁRIA - MCAR PATRIMONIAL LTDA (80%)";"80000,00";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;34;39;"Outras participações societárias";"PARTICIPAÇÃO SOCIETÁRIA - MARÇAL LOTEAMENTO PARTICIPAÇÕES LTDA (100%)";"100000,00";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;35;39;"Outras participações societárias";"PARTICIPAÇÃO SOCIETÁRIA - PARVAIM GOLD MINERAÇÃO E PARTICIPAÇÕES LTDA (100%)";"10000,00";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;36;39;"Outras participações societárias";"PARTICIPAÇÃO SCP PRIMO RICO - BOSSA NOVA INVESTIMENTOS";"99073,63";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;37;39;"Outras participações societárias";"PARTICIPAÇÃO SCP POOL SPORTTECH - BOSSA NOVA INVESTIMENTOS";"95934,56";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;38;39;"Outras participações societárias";"PARTICIPAÇÃO SCP POOL BRASIL 6 - BOSSA NOVA INVESTIMENTOS";"93334,35";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;41;39;"Outras participações societárias";"PARTICIPAÇÃO SCP POOL EDUTECH - BOSSA NOVA INVESTIMENTOS";"93148,36";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;39;39;"Outras participações societárias";"PARTICIPAÇÃO SCP POOL O ANJO - BOSSA NOVA INVESTIMENTOS";"80305,96";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;40;39;"Outras participações societárias";"PARTICIPAÇÃO SCP POOL ANGEL LIST II - BOSSA NOVA INVESTIMENTOS";"144093,40";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;42;19;"Outros bens imóveis";"CHÁCARA EM TRINDADE/GO - CONDOMÍNIO DE CHÁCARA CANAÃ";"62184,33";"24/08/2026";"14:24:11"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002553884;43;15;"Sala ou conjunto";"SALA COMERCIAL - GOIÁS CENTER MODAS, GOIÂNIA/GO";"100000,00";"24/08/2026";"14:24:11"
