"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"SQ_CANDIDATO";"NR_ORDEM_BEM_CANDIDATO";"CD_TIPO_BEM_CANDIDATO";"DS_TIPO_BEM_CANDIDATO";"DS_BEM_CANDIDATO";"VR_BEM_CANDIDATO";"DT_ULT_ATUAL_BEM_CANDIDATO";"HH_ULT_ATUAL_BEM_CANDIDATO"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551544;8;41;"Caderneta de poupança";"SALDO CONTA POUPANÇA - BANCO ITAU";"103746,23";"18/08/2026";"21:22:25"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551546;3;11;"Apartamento";"IMÓVEL BELO HORIZONTE";"1500000,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551546;2;11;"Apartamento";"50% IMÓVEL JUIZ DE FORA";"400000,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551546;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"VEÍCULO AUTOMOTOR TERRESTRE: AUTOMÓVEL";"120000,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551546;4;12;"Casa";"IMÓVEL OURO PRETO";"1500000,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;1;11;"Apartamento";"APARTAMENTO";"560000,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;2;59;"Outros créditos e poupança vinculados";"CRÉDITOS EM TRÂNSITO";"247299,54";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;5;2;"Prédio comercial";"PRÉDIO COMERCIAL";"164654,85";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;3;19;"Outros bens imóveis";"FAZENDA PRATA";"45128,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;4;19;"Outros bens imóveis";"FAZENDA LAVARINTO";"500060,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;8;19;"Outros bens imóveis";"FAZENDA MARAVILHA/SAGARANA";"200000,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;7;19;"Outros bens imóveis";"FAZENDA PERNAMBUCO";"180000,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;6;19;"Outros bens imóveis";"FAZENDA TAMBORIL E SOBRADINHO";"1000000,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;11;2;"Prédio comercial";"PRÉDIO COMERCIAL";"3200000,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;9;61;"Depósito bancário em conta corrente no País";"SALDO EM CONTA";"16254,76";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;10;1;"Prédio residencial";"PRÉDIO URBANO";"6623800,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;12;11;"Apartamento";"APARTAMENTO";"160809,60";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;14;19;"Outros bens imóveis";"FAZENDA";"342503,28";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;13;13;"Terreno";"50% DE ÁREA EM CONDOMINIO";"2150000,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;17;99;"OUTROS BENS E DIREITOS";"EMPRÉSTIMO CONCEDIDO - INTELLIENCE SCHOOL LLC";"4125172,30";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;15;19;"Outros bens imóveis";"FAZENDA CAMPINA VERDE";"104998,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;16;19;"Outros bens imóveis";"FAZENDA CRUZ DA RETIRADA BONITA";"180000,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;19;12;"Casa";"18,25% DE IMÓVEL";"4388,94";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;20;19;"Outros bens imóveis";"FAZENDA SOBRADINHO/CORUMBÁ";"201727,91";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;18;62;"Depósito bancário em conta corrente no exterior";"SALDO EM CONTA";"11500,04";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;23;19;"Outros bens imóveis";"FAZENDA SALTO E PONTE";"9025,63";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;22;32;"Quotas ou quinhões de capital";"SÓCIO PARTICIPANTE - FICTOR INVEST LTDA";"31500000,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;21;31;"Ações (inclusive as provenientes de linha telefônica)";"AÇÕES BBDC3";"7090180,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;25;29;"Outros bens móveis";"SÍTIO FIGUEIRA";"180000,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;24;12;"Casa";"18,25% DE IMÓVEL";"26597,48";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;26;19;"Outros bens imóveis";"FAZENDA SERRA BRANCA";"14535,70";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;28;32;"Quotas ou quinhões de capital";"INSTITUTO ACADEMIA DE INTELIGENCIA LTDA";"95000,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;29;32;"Quotas ou quinhões de capital";"FILADÉLFIA NATURE PARTICIPAÇÕES E EMPREENDIMENTOS LTDA";"15607925,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;27;31;"Ações (inclusive as provenientes de linha telefônica)";"AÇÕES PETR4";"799500,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;30;32;"Quotas ou quinhões de capital";"64% DE PARTICIPAÇÃO - INTELLIGENCE SCHOOL LLC";"115362,06";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;31;32;"Quotas ou quinhões de capital";"CAPITAL SOCIAL - SICOOB";"150582,92";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;32;41;"Caderneta de poupança";"BRADESCO";"9757,42";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;34;71;"Fundo de Curto Prazo";"FUNDO BB GESTÃO DE RECURSOS";"2558575,50";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;33;45;"Aplicação de renda fixa (CDB, RDB e outros)";"SALDO CDB";"223970,64";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;35;19;"Outros bens imóveis";"ESTÂNCIA ECOLÓGICA EM COLINA/SP";"520750,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;37;19;"Outros bens imóveis";"FAZENDA PERNAMBUCO";"1000000,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;36;52;"Crédito decorrente de alienação";"DE QUOTAS - FACULDADE METROPOLITANA";"2950000,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;38;32;"Quotas ou quinhões de capital";"COTAS DE CAPITAL - FLORIDA INVESTIMENTOS PARTICIPAÇÕES LTDA";"4739990,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;40;61;"Depósito bancário em conta corrente no País";"SALDO EM CONTA";"1518,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;39;62;"Depósito bancário em conta corrente no exterior";"SALDO EM CONTA";"40267,95";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;41;72;"Fundo de Longo Prazo e Fundo de Investimentos em Direitos Creditórios (FIDC)";"NAVI ENERGIAS SUSTENTÁVEIS II FIP INFRAESTRUTURA";"2733124,44";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;43;99;"OUTROS BENS E DIREITOS";"EMPRÉSTIMO MUTUO - FILADÉLFIA NATURE PARTICIPAÇÕES";"121190451,65";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;44;19;"Outros bens imóveis";"FAZENDA";"36102,52";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;42;19;"Outros bens imóveis";"FAZENDA SANTOS REIS";"1325721,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;45;13;"Terreno";"40% ÁREA EM FAZENDA";"603288,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;47;32;"Quotas ou quinhões de capital";"80% DE PARTICIPAÇÃO - LOVE STORY JOSEFINA LLC";"2570476,79";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;46;31;"Ações (inclusive as provenientes de linha telefônica)";"ATIVOS NEGOCIADOS BDR";"25827960,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;49;61;"Depósito bancário em conta corrente no País";"SALDO EM CONTA";"1361,47";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;50;19;"Outros bens imóveis";"FAZENDA SERRA BRANCA";"110000,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;48;59;"Outros créditos e poupança vinculados";"BANCO 001";"241,01";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;51;19;"Outros bens imóveis";"FAZENDA SOBRADINHO";"176854,50";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;52;19;"Outros bens imóveis";"18,25% DE IMÓVEL";"46775,35";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;53;32;"Quotas ou quinhões de capital";"QUOTAS DE CAPITAL - ACADEMIA DE GESTÃO DA EMOÇÃO LTDA";"244,00";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;55;61;"Depósito bancário em conta corrente no País";"BANCO 001";"3918,95";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;56;61;"Depósito bancário em conta corrente no País";"SALDO EM CONTA";"1866,02";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551547;54;32;"Quotas ou quinhões de capital";"CAPITAL SOCIAL - COOPERATIVA DE CRÉDITO DE PROD. RURAIS DO TRIÂNGULO MINEIRO";"941,30";"29/08/2026";"20:25:33"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551932;1;31;"Ações (inclusive as provenientes de linha telefônica)";"AÇÕES";"133,53";"26/08/2026";"19:56:25"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551932;2;15;"Sala ou conjunto";"SALAS OU CONJUNTOS";"35711,94";"26/08/2026";"19:56:25"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551932;3;49;"Outras aplicações e Investimentos";"TÍTULO DE CAPITALIZAÇÃO";"3385,99";"26/08/2026";"19:56:25"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551932;6;12;"Casa";"CASA";"70000,00";"26/08/2026";"19:56:25"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551932;5;32;"Quotas ou quinhões de capital";"QUOTAS OU QUINHÕES DE CAPITAL";"1008634,21";"26/08/2026";"19:56:25"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551932;4;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"VEÍCULO AUTOMOTOR TERRESTRE";"7100,00";"26/08/2026";"19:56:25"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551932;8;61;"Depósito bancário em conta corrente no País";"DEPÓSITOS À VISTA / NUMERÁRIO";"44881,89";"26/08/2026";"19:56:25"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551932;7;19;"Outros bens imóveis";"IMÓVEIS DO TIPO RURAL";"36213674,73";"26/08/2026";"19:56:25"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551932;9;19;"Outros bens imóveis";"OUTROS BENS IMÓVEIS";"4640,34";"26/08/2026";"19:56:25"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551932;11;79;"Outros fundos";"FUNDOS DE INVESTIMENTO";"16,71";"26/08/2026";"19:56:25"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551932;12;39;"Outras participações societárias";"OUTRAS PARTICIPAÇÕES SOCIETÁRIAS";"148613,18";"26/08/2026";"19:56:25"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551932;10;13;"Terreno";"TERRENO";"243037,95";"26/08/2026";"19:56:25"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551932;14;99;"OUTROS BENS E DIREITOS";"SEMOVENTES (REBANHO) - VALOR TOTAL DE MERCADO - ESTIMADO";"10489480,00";"26/08/2026";"19:56:25"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551932;13;49;"Outras aplicações e Investimentos";"TÍTULOS ISENTOS DE TRIBUTAÇÃO (LIG/LCI/LCA/CRI/CRA)";"4288620,51";"26/08/2026";"19:56:25"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551933;1;49;"Outras aplicações e Investimentos";"APLICAÇÕES BANCÁRIAS, CADERNETAS DE POUPANÇA E SALDOS BANCÁRIOS";"422159,00";"26/08/2026";"19:57:35"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551933;3;92;"Título de clube e assemelhado";"TÍTULO PATRIMONIAL DE CLUBE";"8286,00";"26/08/2026";"19:57:35"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551933;2;11;"Apartamento";"APARTAMENTO COM GARAGENS EM SÃO PAULO";"743934,00";"26/08/2026";"19:57:35"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551933;4;32;"Quotas ou quinhões de capital";"QUOTAS DE CAPITAL EMPRESAS LIMITADAS NACIONAIS PRIVADAS";"19819970,00";"26/08/2026";"19:57:35"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551975;1;45;"Aplicação de renda fixa (CDB, RDB e outros)";"VALOR APLICADO";"232,61";"21/08/2026";"16:37:00"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551975;3;11;"Apartamento";"50% DO APARTAMENTO";"350000,00";"21/08/2026";"16:37:00"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551975;2;41;"Caderneta de poupança";"VALOR APLICADO";"51403,07";"21/08/2026";"16:37:00"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551975;4;97;"VGBL - Vida Gerador de Benefício Livre";"VALOR";"52850,00";"21/08/2026";"16:37:00"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551976;1;12;"Casa";"50% DE CASA RIBEIRAO PRETO - SP";"55000,00";"21/08/2026";"16:46:35"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551976;2;41;"Caderneta de poupança";"APLICAÇÃO";"7,02";"21/08/2026";"16:46:35"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551976;5;11;"Apartamento";"APARTAMENTO EM RIBEIRÃO PRETO - SP";"511000,00";"21/08/2026";"16:46:35"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551976;4;11;"Apartamento";"APARTAMENTO  RIO DE JANEIRO-RJ";"180000,00";"21/08/2026";"16:46:35"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551976;3;11;"Apartamento";"50% DE APARTAMENTO SANTOS -SP";"580000,00";"21/08/2026";"16:46:35"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551976;7;45;"Aplicação de renda fixa (CDB, RDB e outros)";"APLICAÇÃO";"252159,04";"21/08/2026";"16:46:35"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002551976;6;11;"Apartamento";"APARTAMENTO RIBEIRÃO PRETO - SP";"215000,00";"21/08/2026";"16:46:35"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002552484;1;11;"Apartamento";"EDIFÍCIO";"261759,38";"19/08/2026";"13:52:00"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002552484;4;61;"Depósito bancário em conta corrente no País";"SALDO BRADESCO";"151,70";"19/08/2026";"13:52:00"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002552484;2;13;"Terreno";"TERRENO FRAÇÃO";"5000,00";"19/08/2026";"13:52:00"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002552484;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"LAND ROVER DISCOVERY SPORT";"376006,08";"19/08/2026";"13:52:00"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002552484;6;12;"Casa";"RESIDENCIAL SFH CEF";"90933,51";"19/08/2026";"13:52:00"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002552484;7;12;"Casa";"RESIDENCIAL FINACIADA BRADESCO";"107409,50";"19/08/2026";"13:52:00"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002552484;5;12;"Casa";"CONDOMINIO";"979500,00";"19/08/2026";"13:52:00"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002552485;2;19;"Outros bens imóveis";"SITIO EM ALEXÂNIA-GO";"1250261,11";"19/08/2026";"14:14:37"
"30/08/2026";"19:30:40";2026;2;"Eleição Ordinária";6257;"Eleição Geral Federal 2026";"04/10/2026";"BR";"BR";"BRASIL";280002552485;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"FIAT TORO";"84000,00";"19/08/2026";"14:14:37"
