idProposicao;idDeputadoAutor;nomeAutor;siglaPartidoAutor;siglaUFAutor;ordemAssinatura;proponente;ano_x;candidato;siglaTipo;numero;ano_y;descricaoTipo;ementa;ementaDetalhada;keywords;dataApresentacao;urlInteiroTeor;ultimoStatus_dataHora;ultimoStatus_descricaoTramitacao;ultimoStatus_descricaoSituacao;ultimoStatus_apreciacao;ultimoStatus_url;tema_principal;temas;situacao;tramitacao;aprovado
150002;74813.0;Ronaldo Caiado;PFL;GO;53;0;2003;RONALDO CAIADO;PEC;223;2003;Proposta de Emenda à Constituição;Acrescenta inciso II e parágrafo único ao art. 49 da Constituição Federal.;Inclui como competência exclusiva do Congresso Nacional a autorização para operações financeiras garantidas pela União.;Competência privativa, Congresso Nacional, autorização, empréstimo externo, operação financeira, Estados, Distrito Federal, Municípios, administração indireta, empresa estatal, garantia, pagamento, dívida, União Federal, exigência, aprovação, Decreto Legislativo, proibição, concessão, antecipação, aprovação, ato internacional, acordo internacional, contrato, competência, exercício financeiro seguinte, revogação, competência, Senado.;2003-12-18T00:00:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=191590;2019-02-20T20:15:00;Desarquivamento a Pedido;Aguardando Criação de Comissão Temporária;Proposição Sujeita à Apreciação do Plenário;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1711978;Economia;Economia;Aguardando Criação de Comissão Temporária;Desarquivamento a Pedido;False
150037;74813.0;Ronaldo Caiado;PFL;GO;59;0;2003;RONALDO CAIADO;PEC;224;2003;Proposta de Emenda à Constituição;Acrescenta, no Ato das Disposições Constitucionais Transitórias, artigo que incorpora à União os Agentes Comunitários de Saúde que exercem essa função desde antes de 10 de julho de 2002, e dá outras providências.;Altera a Constituição Federal de 1988.;Alteração, Constituição Federal, Disposições Constitucionais Transitórias, incorporação, organização administrativa, União Federal, equiparação, servidor público civil, trabalhador, Agente Comunitário de Saúde, prazo determinado, atividade profissional, exigência, aprovação, concurso público.;2003-12-18T00:00:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=191651;2015-03-19T09:46:00;Desarquivamento a Pedido;Arquivada;Proposição Sujeita à Apreciação do Plenário;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1310903;Administração Pública;Administração Pública | Saúde;Arquivada;Desarquivamento a Pedido;False
156072;74813.0;Ronaldo Caiado;PFL;GO;38;0;2004;RONALDO CAIADO;PEC;249;2004;Proposta de Emenda à Constituição;"Dá nova redação ao § 5º do art. 14, ao ""caput"" do art. 28, ao inciso II do art. 29 e ao ""caput"" do art. 77 da Constituição Federal.";"Proibe a reeleição para o período subseqüente do Presidente da República, Governadores e Prefeitos; substitui a expressão ""do ano anterior ao do término do mandato"" para ""do último ano de mandato"", em relação a realização das eleições em todas as esferas de Governo.";Direitos Políticos, proibição, reeleição, Presidente da República, Governador, Prefeito, realização, eleições, último período, ano, mandato eletivo, antecessor.;2004-03-11T00:00:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=202086;2015-06-17T00:00:00;Declaração de Prejudicialidade;Arquivada;Proposição Sujeita à Apreciação do Plenário;;Política, Partidos e Eleições;Política, Partidos e Eleições;Arquivada;Declaração de Prejudicialidade;False
182438;139289.0;LUIZ INACIO LULA DA SILVA;PT;SP;1;1;1988;LUIZ INÁCIO LULA DA SILVA;PL;788;1988;Projeto de Lei;DISPÕE SOBRE A TRANSFERENCIA DE IMOVEIS FINANCIADOS PELO SISTEMA FINANCEIRO DA HABITAÇÃO, E DA OUTRAS PROVIDENCIAS.;DEVENDO O NOVO ADQUIRENTE ASSUMIR, NAS MESMAS CONDIÇÕES DO CONTRATO ORIGINARIO, O DEBITO NA SITUAÇÃO EM QUE SE ENCONTRAR A EPOCA DA TRANSFERENCIA).;NORMAS, TRANSFERENCIA, IMOVEL, MUTUARIO, (SFH), MANUTENÇÃO, DEBITOS, SALDO DEVEDOR. TRANSFERENCIA, DEBITOS, PRESTAÇÕES VENCIDAS, MUTUARIO, (SFH), CONCLUSÃO, PRAZO, FINANCIAMENTO, HIPOTESE, DOENÇA, DESEMPREGO. APLICAÇÃO, CODIGO DE PROCESSO CIVIL, PROCESSO, COBRANÇA, CREDITO HIPOTECARIO, VINCULAÇÃO, (SFH).;1988-06-28T00:00:00;;1989-04-05T00:00:00;Não Informado;Arquivada;Indefinida;;Sem classificação temática;Sem classificação temática;Arquivada;Não Informado;False
186976;74813.0;RONALDO CAIADO;PSD;GO;1;1;1991;RONALDO CAIADO;PL;1077;1991;Projeto de Lei;INSTITUI ISENÇÃO DO IPI PARA MATERIAIS BASICOS EMPREGADOS NA CONSTRUÇÃO DE CASAS POPULARES, ESCOLAS, SILOS E ARMAZENS DE PRODUTOS AGRICOLAS.;;ISENÇÃO, IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS (IPI), MATERIAL, CONSTRUÇÃO CIVIL, HABITAÇÃO POPULAR, ESTABELECIMENTO DE ENSINO, SILO, ARMAZEM, PRODUTO AGRICOLA, BENEFÍCIO FISCAL, TRIBUTAÇÃO.;1991-06-26T00:00:00;;1995-03-09T00:00:00;Não Informado;Arquivada;Indefinida;;Agricultura, Pecuária, Pesca e Extrativismo;Agricultura, Pecuária, Pesca e Extrativismo | Finanças Públicas e Orçamento;Arquivada;Não Informado;False
188147;74813.0;RONALDO CAIADO;;;1;1;1991;RONALDO CAIADO;PL;1151;1991;Projeto de Lei;DISPÕE SOBRE A CRIAÇÃO DE ESCOLA TECNICA FEDERAL EM ANAPOLIS, ESTADO DE GOIAS.;;AUTORIZAÇÃO, EXECUTIVO, CRIAÇÃO, ESCOLA AGROTECNICA FEDERAL, ESTABELECIMENTO DE ENSINO, MUNICIPIO, ANAPOLIS, (GO), ENSINO AGRICOLA, ENSINO DE SEGUNDO GRAU, NIVEL MEDIO.;1991-06-24T00:00:00;;1991-11-21T00:00:00;Não Informado;Arquivada;Indefinida;;Sem classificação temática;Sem classificação temática;Arquivada;Não Informado;False
190092;74813.0;RONALDO CAIADO;;;1;1;1991;RONALDO CAIADO;PL;1283;1991;Projeto de Lei;DISPÕE SOBRE A CRIAÇÃO DA ESCOLA TECNICA FEDERAL DE QUIRINOPOLIS, NO ESTADO DE GOIAS.;;AUTORIZAÇÃO, EXECUTIVO, CRIAÇÃO, ESCOLA TECNICA FEDERAL, ESCOLA AGROTECNICA, ESTABELECIMENTO DE ENSINO, MUNICIPIO, QUIRINOPOLIS, (GO), ENSINO AGRICOLA, TECNICO AGRICOLA, ENSINO DE SEGUNDO GRAU, NIVEL MEDIO.;1991-08-02T00:00:00;;1991-11-21T00:00:00;Não Informado;Arquivada;Indefinida;;Sem classificação temática;Sem classificação temática;Arquivada;Não Informado;False
190106;74813.0;RONALDO CAIADO;;;1;1;1991;RONALDO CAIADO;PL;1284;1991;Projeto de Lei;DISPÕE SOBRE A CRIAÇÃO DA ESCOLA TECNICA FEDERAL DE LUZIANIA, ESTADO DE GOIAS.;;AUTORIZAÇÃO, EXECUTIVO, CRIAÇÃO, ESCOLA TECNICA FEDERAL, ESTABELECIMENTO DE ENSINO, MUNICIPIO, LUZIANIA, (GO), ENSINO DE SEGUNDO GRAU, NIVEL MEDIO.;1991-08-02T00:00:00;;1991-11-21T00:00:00;Não Informado;Arquivada;Indefinida;;Sem classificação temática;Sem classificação temática;Arquivada;Não Informado;False
190120;74813.0;RONALDO CAIADO;;;1;1;1991;RONALDO CAIADO;PL;1285;1991;Projeto de Lei;EQUIPARA O PEÃO DE RODEIO AO ARTISTA PROFISSIONAL E DA OUTRAS PROVIDENCIAS.;;REGULAMENTAÇÃO, PROFISSÃO, ATIVIDADE PROFISSIONAL, EXERCICIO PROFISSIONAL, EMPREGADO, RODEIO, CAVALO, EQUINO, BOVINO, VAQUEIRO, OBRIGATORIEDADE, SEGURO DE VIDA, GRUPO, PARTICIPANTE, ESPETACULO, COBERTURA, INVALIDEZ, PERMANENCIA.;1991-08-02T00:00:00;;1995-02-02T00:00:00;Não Informado;Arquivada;Indefinida;;Sem classificação temática;Sem classificação temática;Arquivada;Não Informado;False
198452;74813.0;RONALDO CAIADO;;;1;1;1991;RONALDO CAIADO;PL;1986;1991;Projeto de Lei;DEFINE A 'MEDIA E PEQUENA' PROPRIEDADE RURAL, A FUNÇÃO SOCIAL DE PROPRIEDADE E O TRATAMENTO ESPECIAL A SER DADO A PROPRIEDADE PRODUTIVA, REGULAMENTANDO OS ARTIGOS 185 E 186 DA CONSTITUIÇÃO FEDERAL.;REGULAMENTANDO DISPOSITIVOS DA Constituição Federal de 1988).;REGULAMENTAÇÃO, DISPOSITIVOS, POLITICA FUNDIARIA, REFORMA AGRARIA, CONSTITUIÇÃO FEDERAL, DEFINIÇÃO, PEQUENA PROPRIEDADE, PROPRIEDADE RURAL, LIMITAÇÃO, AREA, CUMPRIMENTO, FUNÇÃO SOCIAL DA PROPRIEDADE, ATENDIMENTO, APROVEITAMENTO, UTILIZAÇÃO, RECURSOS NATURAIS, PRESERVAÇÃO, MEIO AMBIENTE, RELAÇÃO DE TRABALHO, BEM ESTAR SOCIAL, TRABALHADOR, PROPRIETARIO RURAL, PEQUENO PRODUTOR RURAL, MEDIO PRODUTOR RURAL. DEFINIÇÃO, PROPRIEDADE RURAL, PEQUENA PROPRIEDADE, APRESENTAÇÃO, PRODUTIVIDADE, CUMPRIMENTO, FUNÇÃO SOCIAL, IMOVEL RURAL, EXPLORAÇÃO, AREA, AGRICULTURA, ATIVIDADE AGRICOLA, PASTAGEM, FLORESTA, AGUA, BENFEITORIA, PRODUTO MINERAL, EXTRATIVISMO, PRODUTO VEGETAL, PRODUTO FLORESTAL, IMPLANTAÇÃO, PROJETO AGROPECUARIO, PROJETO, UTILIZAÇÃO, INCENTIVO FISCAL, FINANCIAMENTO AGRICOLA, COLONIZAÇÃO, REDUÇÃO, IMPOSTO TERRITORIAL RURAL, TRATAMENTO ESPECIAL, PROPRIEDADE, ATENDIMENTO, REQUISITOS. NORMAS, APLICAÇÃO, ESTATUTO DA TERRA.;1991-02-17T00:00:00;;1992-06-26T00:00:00;Não Informado;Arquivada;Indefinida;;Sem classificação temática;Sem classificação temática;Arquivada;Não Informado;False
202054;139289.0;LUIZ INACIO LULA DA SILVA;PT;SP;1;1;1989;LUIZ INÁCIO LULA DA SILVA;PL;2303;1989;Projeto de Lei;DISPÕE SOBRE A TRANSFERENCIA DE IMOVEIS FINANCIADOS PELO SISTEMA FINANCEIRO DA HABITAÇÃO, E DA OUTRAS PROVIDENCIAS.;GARANTINDO AO MUTUARIO O DIREITO DE TRANSFERIR A TERCEIROS O SEU CONTRATO DE FINANCIAMENTO, MANTENDO PARA O NOVO COMPRADOR AS MESMAS CONDIÇÕES DO CONTRATO ORIGINAL, DESDE QUE O MESMO NÃO EXCEDA O LIMITE DE 3500 OTN'S).;NORMAS, GARANTIA, MUTUARIO, (SFH), DIREITOS, TRANSFERENCIA, TERCEIROS, CONTRATO, FINANCIAMENTO, IMOVEL, MANUTENÇÃO, CRITERIOS, INICIO, CONTRATO IMOBILIARIO, VALOR, PRESTAÇÕES, SALDO DEVEDOR, ADQUIRENTE, ABRANGENCIA, LIMITE DE FINANCIAMENTO, INEXISTENCIA, EXCESSO, (OTN), EXIGENCIA, BENEFICIARIO, PREENCHIMENTO, REQUISITOS, CADASTRO, AGENTE FINANCEIRO, AQUISIÇÃO, CASA PROPRIA, SUB ROGAÇÃO. NORMAS, PROCESSO, COBRANÇA, CREDITO HIPOTECARIO, VINCULAÇÃO, (SFH), OBEDIENCIA, CODIGO DE PROCESSO CIVIL.;1989-05-24T00:00:00;;1991-03-08T00:00:00;Não Informado;Arquivada;Indefinida;;Sem classificação temática;Sem classificação temática;Arquivada;Não Informado;False
205247;139289.0;LUIZ INACIO LULA DA SILVA;PT;SP;1;1;1989;LUIZ INÁCIO LULA DA SILVA;PL;2627;1989;Projeto de Lei;DISPÕE SOBRE A RECUPERAÇÃO DAS PERDAS SALARIAIS DOS TRABALHADORES E DA OUTRAS PROVIDENCIAS.;;NORMAS, REAJUSTAMENTO, SALARIO, VENCIMENTOS, SOLDO, RECUPERAÇÃO, PERDA, POLITICA SALARIAL, PLANO CRUZADO, BASE DE CALCULO, PERCENTAGEM, VARIAÇÃO, INDICE DE PREÇOS AO CONSUMIDOR, DATA BASE, CATEGORIA PROFISSIONAL, TRABALHADOR, NEGOCIAÇÃO COLETIVA DE TRABALHO, EMPREGADO, EMPREGADOR.;1989-06-15T00:00:00;;1990-06-29T00:00:00;Não Informado;Arquivada;Indefinida;;Sem classificação temática;Sem classificação temática;Arquivada;Não Informado;False
210040;139289.0;LUIZ INACIO LULA DA SILVA;PT;SP;1;1;1989;LUIZ INÁCIO LULA DA SILVA;PL;3144;1989;Projeto de Lei;REGULAMENTA O FUNDO DE GARANTIA DO TEMPO DE SERVIÇO E DA OUTRAS PROVIDENCIAS.;EXIGINDO REPASSE AUTOMATICO DOS DEPOSITOS A CEF, CORRIGINDO MONETARIAMENTE DE ACORDO COM A CADERNETA DE POUPANÇA, CRIANDO CADASTRO UNICO, FIXANDO PRAZO PARA O TERMINO DAS CONTAS INATIVAS, FACILITANDO O SAQUE INCLUSIVE NA DEMISSÃO POR JUSTA CAUSA, ALTERANDO A COMPOSIÇÃO DO CONSELHO CURADOR, DESTINANDO PARTE DOS RECURSOS A HABITAÇÃO POPULAR, CRIANDO UM FUNDO AUXILIAR PARA SUBSIDIAR A AQUISIÇÃO DE CASA PROPRIA POR PARTE DO TRABALHADOR QUE GANHA ATE 05 SALARIOS MINIMOS E CABENDO AO IAPAS E AO SINDICATO DOS TRABALHADORES A FISCALIZAÇÃO DO SISTEMA.;REGULAMENTAÇÃO, FUNDO DE GARANTIA DO TEMPO DE SERVIÇO (FGTS), OBRIGATORIEDADE, EMPREGADOR, DEPOSITO, TRABALHADOR OPTANTE PELO FGTS, CONTA VINCULADA DO FGTS, BANCO OFICIAL, CAIXA ECONÔMICA FEDERAL (CEF), EXIGENCIA, TAXAS, JUROS, CORREÇÃO MONETARIA, EQUIPARAÇÃO, CADERNETA DE POUPANÇA, PRAZO, UNIFICAÇÃO, CADASTRO, PREVENÇÃO, FRAUDE, FACILITAÇÃO, SAQUE, RESCISSÃO, CONTRATO DE TRABALHO, JUSTA CAUSA, FALTA DE JUSTA CAUSA, DESPEDIDA INJUSTA, APLICAÇÃO FINANCEIRA, ATIVIDADE COMERCIAL, AQUISIÇÃO, CASA PROPRIA, EQUIPAMENTOS, PROFISSIONAL AUTONOMO, CASAMENTO, NASCIMENTO, ADOÇÃO, FILHO, TRATAMENTO MEDICO, DOENÇA, QUITAÇÃO, CASA PROPRIA, SISTEMA FINANCEIRO DE HABITAÇÃO (SFH), NECESSIDADE, COMPOSIÇÃO, CONSELHO CURADOR, PRESIDENTE, CAIXA ECONÔMICA FEDERAL (CEF), TRABALHADOR, REPRESENTANTE, CENTRAL SINDICAL, CONGRESSO NACIONAL, EMPREGADOR, EMPRESARIO, CONFEDERAÇÃO NACIONAL DA INDÚSTRIA (CNI), ASSOCIAÇÃO NACIONAL, MUTUARIO, COMPETENCIA, CONSELHO CURADOR, APROVAÇÃO, PROGRAMA, APLICAÇÃO FINANCEIRA, OBJETIVO, REDUÇÃO, DEFICIT, HABITAÇÃO, CONSTRUÇÃO, HABITAÇÃO POPULAR, CRIAÇÃO, FUNDO DE APOIO, ORGÃO AUXILIAR, AUXILIO FINANCEIRO, OBJTIVO, SUBSIDIOS, APLICAÇÃO, ATENDIMENTO, TRABALHADOR, BAIXA RENDA. COMPETENCIA, INSTITUTO DE ADMINISTRAÇÃO FINANCEIRA DA PREVIDÊNCIA E ASSITÊNCIA SOCIAL (IAPAS)(1977-1990), SINDICATO, FISCALIZAÇÃO, RECOLHIMENTO, FUNDO DE GARANTIA DO TEMPO DE SERVIÇO (FGTS), EMPRESA.;1989-08-04T00:00:00;;1989-10-26T00:00:00;Não Informado;Arquivada;Indefinida;;Trabalho e Emprego;Trabalho e Emprego;Arquivada;Não Informado;False
213469;139289.0;LUIZ INACIO LULA DA SILVA;PT;SP;1;1;1989;LUIZ INÁCIO LULA DA SILVA;PL;3519;1989;Projeto de Lei;DISPÕE SOBRE A CORREÇÃO MONETARIA DOS BENEFICIOS DA PREVIDENCIA E DA OUTRAS PROVIDENCIAS.;ASSEGURANDO O CUMPRIMENTO DO DISPOSTO NO PARAGRAFO TERCEIRO DO ARTIGO 201 DA Constituição Federal de 1988).;NORMAS, CUMPRIMENTO, DISPOSITIVOS, PREVIDENCIA SOCIAL, CONSTITUIÇÃO FEDERAL, CORREÇÃO MONETARIA, BENEFICIO PREVIDENCIARIO, INCIDENCIA, INDICE DA ATUALIZAÇÃO MONETARIA, SALARIO DE CONTRIBUIÇÃO, BASE DE CALCULO, SALARIO BENEFICIO, AUXILIO DOENÇA, APOSENTADORIA POR INVALIDEZ, PENSÃO PREVIDENCIARIA, AUXILIO RECLUSÃO, SEGURADO, INDICAÇÃO, FONTE CUSTEIO. APLICAÇÃO, NORMAS, CONCESSÃO, PENSÃO PREVIDENCIARIA, MARIDO, COMPANHEIRO, IGUALDADE, MULHER, COMPANHEIRA. FIXAÇÃO, VALOR, DECIMO TERCEIRO SALARIO, BENEFICIARIO, EQUIPARAÇÃO, RENDA, DEZEMBRO. PRAZO, PREVIDENCIA SOCIAL, REVISÃO, BENEFICIO PREVIDENCIARIO, PROVENTOS, APOSENTADORIA, PENSÕES, INDICE, CORREÇÃO MONETARIA. OBRIGATORIEDADE, MINISTÉRIO DA PREVIDÊNCIA E ASSISTÊNCIA SOCIAL (1974-1990), PUBLICAÇÃO, DIÁRIO OFICIAL, INDICE, CORREÇÃO MONETARIA, SALARIO DE CONTRIBUIÇÃO, REAJUSTAMENTO, BENEFICIO PREVIDENCIARIO. COMPETENCIA, TRIBUNAL DE CONTAS DA UNIÃO (TCU), AUDITORIA, APURAÇÃO, DIVIDA, UNIÃO FEDERAL, PREVIDENCIA SOCIAL. RESPONSABILIDADE, MINISTRO DE ESTADO, (MPAS), CONTROLE, PRAZO, CONCESSÃO, BENEFICIO PREVIDENCIARIO, INCLUSÃO, JUROS, CORREÇÃO MONETARIA, ATRASO, PAGAMENTO.;1989-08-28T00:00:00;;1990-06-20T00:00:00;Não Informado;Arquivada;Indefinida;;Administração Pública;Administração Pública | Previdência e Assistência Social;Arquivada;Não Informado;False
