idProposicao;idDeputadoAutor;nomeAutor;siglaPartidoAutor;siglaUFAutor;ordemAssinatura;proponente;ano;candidato
368886;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368885;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368884;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368883;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368882;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368881;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368880;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368879;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368878;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368877;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368875;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368874;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368873;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368872;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368871;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368870;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368869;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368868;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368867;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368866;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368864;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368863;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368862;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368861;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368860;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368859;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368858;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368857;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368856;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368855;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368854;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368853;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368852;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368851;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368850;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368848;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368847;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368846;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368845;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368844;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368843;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368842;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368841;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368840;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368839;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368838;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368837;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368836;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368835;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368834;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368833;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368832;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368831;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368588;74813.0;Ronaldo Caiado;DEM;GO;2;0;2007;RONALDO CAIADO
368484;74813.0;Ronaldo Caiado;DEM;GO;7;0;2007;RONALDO CAIADO
368159;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
368152;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
367309;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
366538;74813.0;Ronaldo Caiado;DEM;GO;8;0;2007;RONALDO CAIADO
365960;74813.0;Ronaldo Caiado;DEM;GO;8;0;2007;RONALDO CAIADO
362748;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
362745;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
358527;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
357543;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
357533;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
356570;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
355699;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
355132;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
354731;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
354730;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
354729;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
354728;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
354727;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
354726;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
354724;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
354723;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
354721;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
354717;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
354682;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
354608;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
354526;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
354479;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
354476;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
353773;74813.0;Ronaldo Caiado;DEM;GO;27;0;2007;RONALDO CAIADO
353503;74813.0;Ronaldo Caiado;DEM;GO;14;0;2007;RONALDO CAIADO
353491;74813.0;Ronaldo Caiado;DEM;GO;5;0;2007;RONALDO CAIADO
353351;74813.0;Ronaldo Caiado;DEM;GO;38;0;2007;RONALDO CAIADO
351828;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
350571;74813.0;Ronaldo Caiado;DEM;GO;8;0;2007;RONALDO CAIADO
349661;74813.0;Ronaldo Caiado;DEM;GO;1;1;2007;RONALDO CAIADO
348776;74813.0;Ronaldo Caiado;DEM;GO;146;0;2007;RONALDO CAIADO
348719;74813.0;Ronaldo Caiado;DEM;GO;30;0;2007;RONALDO CAIADO
348066;74813.0;Ronaldo Caiado;DEM;GO;21;0;2007;RONALDO CAIADO
347718;74813.0;Ronaldo Caiado;DEM;GO;28;0;2007;RONALDO CAIADO
347707;74813.0;Ronaldo Caiado;PFL;GO;33;0;2007;RONALDO CAIADO
345662;74813.0;Ronaldo Caiado;PFL;GO;1;1;2007;RONALDO CAIADO
344626;74813.0;Ronaldo Caiado;PFL;GO;35;0;2007;RONALDO CAIADO
344176;74813.0;Ronaldo Caiado;DEM;GO;31;0;2007;RONALDO CAIADO
343832;74813.0;Ronaldo Caiado;PFL;GO;16;0;2007;RONALDO CAIADO
343831;74813.0;Ronaldo Caiado;PFL;GO;16;0;2007;RONALDO CAIADO
343431;74813.0;Ronaldo Caiado;PFL;GO;37;0;2007;RONALDO CAIADO
343286;74813.0;Ronaldo Caiado;PFL;GO;153;0;2007;RONALDO CAIADO
343224;74813.0;Ronaldo Caiado;PFL;GO;38;0;2007;RONALDO CAIADO
343162;74813.0;Ronaldo Caiado;PFL;GO;3;0;2007;RONALDO CAIADO
342798;74813.0;Ronaldo Caiado;PFL;GO;1;1;2007;RONALDO CAIADO
342750;74813.0;Ronaldo Caiado;PFL;GO;1;1;2007;RONALDO CAIADO
342723;74813.0;Ronaldo Caiado;DEM;GO;30;0;2007;RONALDO CAIADO
341945;74813.0;Ronaldo Caiado;PFL;GO;1;1;2007;RONALDO CAIADO
341849;74813.0;Ronaldo Caiado;PFL;GO;1;1;2007;RONALDO CAIADO
341848;74813.0;Ronaldo Caiado;PFL;GO;1;1;2007;RONALDO CAIADO
341847;74813.0;Ronaldo Caiado;PFL;GO;1;1;2007;RONALDO CAIADO
341846;74813.0;Ronaldo Caiado;PFL;GO;1;1;2007;RONALDO CAIADO
341586;74813.0;Ronaldo Caiado;PFL;GO;1;1;2007;RONALDO CAIADO
341585;74813.0;Ronaldo Caiado;PFL;GO;1;1;2007;RONALDO CAIADO
341584;74813.0;Ronaldo Caiado;PFL;GO;1;1;2007;RONALDO CAIADO
341583;74813.0;Ronaldo Caiado;PFL;GO;1;1;2007;RONALDO CAIADO
341548;74813.0;Ronaldo Caiado;PFL;GO;1;1;2007;RONALDO CAIADO
341024;74813.0;Ronaldo Caiado;PFL;GO;5;0;2007;RONALDO CAIADO
340893;74813.0;Ronaldo Caiado;PFL;GO;27;0;2007;RONALDO CAIADO
340372;74813.0;Ronaldo Caiado;PFL;GO;1;1;2007;RONALDO CAIADO
340054;74813.0;Ronaldo Caiado;PFL;GO;1;1;2007;RONALDO CAIADO
340029;74813.0;Ronaldo Caiado;PFL;GO;41;0;2007;RONALDO CAIADO
421319;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
421318;74813.0;Ronaldo Caiado;DEM;GO;5;0;2008;RONALDO CAIADO
420875;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
419964;74813.0;Ronaldo Caiado;DEM;GO;8;0;2008;RONALDO CAIADO
419534;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
419533;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
418843;74813.0;Ronaldo Caiado;DEM;GO;3;0;2008;RONALDO CAIADO
417556;74813.0;Ronaldo Caiado;DEM;GO;13;0;2008;RONALDO CAIADO
415654;74813.0;Ronaldo Caiado;DEM;GO;93;0;2008;RONALDO CAIADO
414446;74813.0;Ronaldo Caiado;DEM;GO;10;0;2008;RONALDO CAIADO
413416;74813.0;Ronaldo Caiado;DEM;GO;21;0;2008;RONALDO CAIADO
412485;74813.0;Ronaldo Caiado;DEM;GO;3;0;2008;RONALDO CAIADO
411907;74813.0;Ronaldo Caiado;DEM;GO;2;0;2008;RONALDO CAIADO
410487;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
410451;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
410098;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
409454;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
407429;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
407317;74813.0;Ronaldo Caiado;DEM;GO;2;0;2008;RONALDO CAIADO
406306;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
405628;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
405627;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
405626;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
405625;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
405624;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
405623;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
405622;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
403640;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
402910;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
400722;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
400187;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
400129;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
400122;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
400119;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
400111;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
400109;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
400104;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
400103;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
400102;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
400095;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
400094;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
400087;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
400067;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
400061;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
400033;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399971;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399923;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399853;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399846;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399833;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399825;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399816;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399809;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399796;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399794;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399766;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399762;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399663;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399662;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399646;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399645;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399644;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399643;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399569;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399568;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399556;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399555;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399473;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399472;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399459;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399456;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399409;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399408;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399339;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399338;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
399306;74813.0;Ronaldo Caiado;DEM;GO;45;0;2008;RONALDO CAIADO
398875;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
398708;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
398540;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
398510;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
398509;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
398507;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
398468;74813.0;Ronaldo Caiado;DEM;GO;6;0;2008;RONALDO CAIADO
398321;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
398280;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
398207;74813.0;Ronaldo Caiado;DEM;GO;2;0;2008;RONALDO CAIADO
397897;74813.0;Ronaldo Caiado;DEM;GO;93;0;2008;RONALDO CAIADO
397892;74813.0;Ronaldo Caiado;DEM;GO;32;0;2008;RONALDO CAIADO
397889;74813.0;Ronaldo Caiado;DEM;GO;21;0;2008;RONALDO CAIADO
397875;74813.0;Ronaldo Caiado;DEM;GO;20;0;2008;RONALDO CAIADO
397835;74813.0;Ronaldo Caiado;DEM;GO;28;0;2008;RONALDO CAIADO
397832;74813.0;Ronaldo Caiado;DEM;GO;28;0;2008;RONALDO CAIADO
397831;74813.0;Ronaldo Caiado;DEM;GO;28;0;2008;RONALDO CAIADO
397829;74813.0;Ronaldo Caiado;DEM;GO;27;0;2008;RONALDO CAIADO
397827;74813.0;Ronaldo Caiado;DEM;GO;27;0;2008;RONALDO CAIADO
397768;74813.0;Ronaldo Caiado;DEM;GO;135;0;2008;RONALDO CAIADO
397600;74813.0;Ronaldo Caiado;DEM;GO;104;0;2008;RONALDO CAIADO
397585;74813.0;Ronaldo Caiado;DEM;GO;31;0;2008;RONALDO CAIADO
397584;74813.0;Ronaldo Caiado;DEM;GO;32;0;2008;RONALDO CAIADO
397582;74813.0;Ronaldo Caiado;DEM;GO;29;0;2008;RONALDO CAIADO
397579;74813.0;Ronaldo Caiado;DEM;GO;29;0;2008;RONALDO CAIADO
397569;74813.0;Ronaldo Caiado;DEM;GO;31;0;2008;RONALDO CAIADO
397568;74813.0;Ronaldo Caiado;DEM;GO;25;0;2008;RONALDO CAIADO
397554;74813.0;Ronaldo Caiado;DEM;GO;29;0;2008;RONALDO CAIADO
397551;74813.0;Ronaldo Caiado;DEM;GO;226;0;2008;RONALDO CAIADO
397549;74813.0;Ronaldo Caiado;DEM;GO;37;0;2008;RONALDO CAIADO
397548;74813.0;Ronaldo Caiado;DEM;GO;31;0;2008;RONALDO CAIADO
397418;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
397219;74813.0;Ronaldo Caiado;DEM;GO;115;0;2008;RONALDO CAIADO
397197;74813.0;Ronaldo Caiado;DEM;GO;27;0;2008;RONALDO CAIADO
397189;74813.0;Ronaldo Caiado;DEM;GO;27;0;2008;RONALDO CAIADO
396832;74813.0;Ronaldo Caiado;DEM;GO;28;0;2008;RONALDO CAIADO
396827;74813.0;Ronaldo Caiado;DEM;GO;29;0;2008;RONALDO CAIADO
396759;74813.0;Ronaldo Caiado;DEM;GO;20;0;2008;RONALDO CAIADO
396755;74813.0;Ronaldo Caiado;DEM;GO;31;0;2008;RONALDO CAIADO
396751;74813.0;Ronaldo Caiado;DEM;GO;36;0;2008;RONALDO CAIADO
396611;74813.0;Ronaldo Caiado;DEM;GO;32;0;2008;RONALDO CAIADO
396061;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
395932;74813.0;Ronaldo Caiado;DEM;GO;25;0;2008;RONALDO CAIADO
395931;74813.0;Ronaldo Caiado;DEM;GO;22;0;2008;RONALDO CAIADO
395838;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
395749;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
395741;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
395213;74813.0;Ronaldo Caiado;DEM;GO;35;0;2008;RONALDO CAIADO
395101;74813.0;Ronaldo Caiado;DEM;GO;31;0;2008;RONALDO CAIADO
395076;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
395059;74813.0;Ronaldo Caiado;DEM;GO;29;0;2008;RONALDO CAIADO
395018;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
394973;74813.0;Ronaldo Caiado;DEM;GO;26;0;2008;RONALDO CAIADO
394972;74813.0;Ronaldo Caiado;DEM;GO;28;0;2008;RONALDO CAIADO
394971;74813.0;Ronaldo Caiado;DEM;GO;30;0;2008;RONALDO CAIADO
394968;74813.0;Ronaldo Caiado;DEM;GO;32;0;2008;RONALDO CAIADO
394627;74813.0;Ronaldo Caiado;DEM;GO;26;0;2008;RONALDO CAIADO
394355;74813.0;Ronaldo Caiado;DEM;GO;31;0;2008;RONALDO CAIADO
394354;74813.0;Ronaldo Caiado;DEM;GO;26;0;2008;RONALDO CAIADO
394353;74813.0;Ronaldo Caiado;DEM;GO;26;0;2008;RONALDO CAIADO
394336;74813.0;Ronaldo Caiado;DEM;GO;6;0;2008;RONALDO CAIADO
394163;74813.0;Ronaldo Caiado;DEM;GO;13;0;2008;RONALDO CAIADO
393874;74813.0;Ronaldo Caiado;DEM;GO;21;0;2008;RONALDO CAIADO
393816;74813.0;Ronaldo Caiado;DEM;GO;27;0;2008;RONALDO CAIADO
393812;74813.0;Ronaldo Caiado;DEM;GO;30;0;2008;RONALDO CAIADO
393810;74813.0;Ronaldo Caiado;DEM;GO;29;0;2008;RONALDO CAIADO
393230;74813.0;Ronaldo Caiado;DEM;GO;9;0;2008;RONALDO CAIADO
392882;74813.0;Ronaldo Caiado;DEM;GO;24;0;2008;RONALDO CAIADO
392881;74813.0;Ronaldo Caiado;DEM;GO;25;0;2008;RONALDO CAIADO
392557;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
391743;74813.0;Ronaldo Caiado;DEM;GO;12;0;2008;RONALDO CAIADO
390756;74813.0;Ronaldo Caiado;DEM;GO;4;0;2008;RONALDO CAIADO
388795;74813.0;Ronaldo Caiado;DEM;GO;6;0;2008;RONALDO CAIADO
388793;74813.0;Ronaldo Caiado;DEM;GO;9;0;2008;RONALDO CAIADO
386710;74813.0;Ronaldo Caiado;DEM;GO;6;0;2008;RONALDO CAIADO
386524;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
386375;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
385560;74813.0;Ronaldo Caiado;DEM;GO;10;0;2008;RONALDO CAIADO
385383;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
385358;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
385054;74813.0;Ronaldo Caiado;DEM;GO;24;0;2008;RONALDO CAIADO
385053;74813.0;Ronaldo Caiado;DEM;GO;26;0;2008;RONALDO CAIADO
385007;74813.0;Ronaldo Caiado;DEM;GO;30;0;2008;RONALDO CAIADO
385005;74813.0;Ronaldo Caiado;DEM;GO;29;0;2008;RONALDO CAIADO
385001;74813.0;Ronaldo Caiado;DEM;GO;31;0;2008;RONALDO CAIADO
385000;74813.0;Ronaldo Caiado;DEM;GO;31;0;2008;RONALDO CAIADO
384999;74813.0;Ronaldo Caiado;DEM;GO;29;0;2008;RONALDO CAIADO
384995;74813.0;Ronaldo Caiado;DEM;GO;28;0;2008;RONALDO CAIADO
384994;74813.0;Ronaldo Caiado;DEM;GO;31;0;2008;RONALDO CAIADO
384976;74813.0;Ronaldo Caiado;DEM;GO;30;0;2008;RONALDO CAIADO
384916;74813.0;Ronaldo Caiado;DEM;GO;29;0;2008;RONALDO CAIADO
384218;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
384205;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
384204;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
383720;74813.0;Ronaldo Caiado;DEM;GO;14;0;2008;RONALDO CAIADO
383344;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
383343;74813.0;Ronaldo Caiado;DEM;GO;1;1;2008;RONALDO CAIADO
464909;74813.0;Ronaldo Caiado;DEM;GO;1;1;2009;RONALDO CAIADO
464349;74813.0;Ronaldo Caiado;DEM;GO;9;0;2009;RONALDO CAIADO
463971;74813.0;Ronaldo Caiado;DEM;GO;1;1;2009;RONALDO CAIADO
463815;74813.0;Ronaldo Caiado;DEM;GO;4;0;2009;RONALDO CAIADO
463606;74813.0;Ronaldo Caiado;DEM;GO;1;1;2009;RONALDO CAIADO
463390;74813.0;Ronaldo Caiado;DEM;GO;9;0;2009;RONALDO CAIADO
463381;74813.0;Ronaldo Caiado;DEM;GO;3;0;2009;RONALDO CAIADO
463380;74813.0;Ronaldo Caiado;DEM;GO;3;0;2009;RONALDO CAIADO
463379;74813.0;Ronaldo Caiado;DEM;GO;3;0;2009;RONALDO CAIADO
463307;74813.0;Ronaldo Caiado;DEM;GO;3;0;2009;RONALDO CAIADO
463306;74813.0;Ronaldo Caiado;DEM;GO;1;1;2009;RONALDO CAIADO
463305;74813.0;Ronaldo Caiado;DEM;GO;1;1;2009;RONALDO CAIADO
463304;74813.0;Ronaldo Caiado;DEM;GO;3;0;2009;RONALDO CAIADO
463303;74813.0;Ronaldo Caiado;DEM;GO;3;0;2009;RONALDO CAIADO
463302;74813.0;Ronaldo Caiado;DEM;GO;3;0;2009;RONALDO CAIADO
463301;74813.0;Ronaldo Caiado;DEM;GO;3;0;2009;RONALDO CAIADO
463292;74813.0;Ronaldo Caiado;DEM;GO;4;0;2009;RONALDO CAIADO
463291;74813.0;Ronaldo Caiado;DEM;GO;3;0;2009;RONALDO CAIADO
463290;74813.0;Ronaldo Caiado;DEM;GO;2;0;2009;RONALDO CAIADO
463265;74813.0;Ronaldo Caiado;DEM;GO;2;0;2009;RONALDO CAIADO
463240;74813.0;Ronaldo Caiado;DEM;GO;2;0;2009;RONALDO CAIADO
