idProposicao;idDeputadoAutor;nomeAutor;siglaPartidoAutor;siglaUFAutor;ordemAssinatura;proponente;ano_x;candidato;siglaTipo;numero;ano_y;descricaoTipo;ementa;ementaDetalhada;keywords;dataApresentacao;urlInteiroTeor;ultimoStatus_dataHora;ultimoStatus_descricaoTramitacao;ultimoStatus_descricaoSituacao;ultimoStatus_apreciacao;ultimoStatus_url
268087;74813.0;Ronaldo Caiado;PFL;GO;154;0;2004;RONALDO CAIADO;PEC;328;2004;Proposta de Emenda à Constituição;Dá nova redação ao art. 62 da Constituição Federal, dispondo sobre as medidas provisórias.;Altera a Constituição Federal de 1988.;"Alteração, Constituição Federal, Processo Legislativo, obrigatoriedade, Presidente da República, remessa, proposta, Medida Provisória, Congresso Nacional, realização, análise prévia, urgência, relevância, matéria, prazo, Parecer, Comissão Mista Permanente.  
_ Normas, tramitação, Medida Provisória, apreciação, votação, Sessão Conjunta, Congresso Nacional, posterioridade, Comissão Mista Permanente, oferecimento, Parecer, exame, mérito.";2004-10-27T16:58:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=247345;2008-12-17T00:00:00;Arquivamento;Arquivada;Proposição Sujeita à Apreciação do Plenário;
267239;74813.0;Ronaldo Caiado;PFL;GO;40;0;2004;RONALDO CAIADO;PEC;324;2004;Proposta de Emenda à Constituição;Dá nova redação à alínea f do inciso III do art. 52, renomeando a atual alínea f para alínea g, dá nova redação ao inciso XIV do art. 84 e acrescenta §10 ao artigo 144 da Constituição Federal.;Inclui na competência privativa do Senado e do Presidente da República a aprovação prévia e a nomeação do Diretor-Geral das Polícias Federais, respectivamente. Altera a Constituição Federal de 1988.;Alteração, Constituição Federal, inclusão, competência privativa, aprovação, Senado, nomeação, Presidência da República, cargo público, Diretor-Geral, Polícia Federal.;2004-10-20T16:58:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=245834;2015-03-19T09:46:00;Desarquivamento a Pedido;Arquivada;Proposição Sujeita à Apreciação do Plenário;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1310903
266904;74813.0;Ronaldo Caiado;PFL;GO;41;0;2004;RONALDO CAIADO;PEC;323;2004;Proposta de Emenda à Constituição;Altera o art. 62 da Constituição Federal, estabelecendo como condição para a entrada em vigor de Medidas Provisórias a aprovação de Parecer de Comissão Mista sobre os pressupostos de urgência e relevância.;Altera a Constituição Federal de 1988.;Alteração, Constituição Federal, Legislativo, critérios, entrada, vigência, eficácia, Medida Provisória, posterioridade, Comissão Mista, Deputado Federal, Senador, aprovação, emissão, parecer, apreciação preliminar, reconhecimento, urgência, relevância.;2004-10-19T17:51:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=245361;2015-03-19T09:46:00;Desarquivamento a Pedido;Arquivada;Proposição Sujeita à Apreciação do Plenário;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1310903
266708;74813.0;Ronaldo Caiado;PFL;GO;1;1;2004;RONALDO CAIADO;EMC;49;2004;Emenda na Comissão;Acrescenta artigo à MP;;;2004-10-07T10:48:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=245237;2004-10-07T10:48:00;Apresentação de Proposição;;Indefinida;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=245237
264825;74813.0;Ronaldo Caiado;PFL;GO;158;0;2004;RONALDO CAIADO;PEC;318;2004;Proposta de Emenda à Constituição;Modifica a Constituição Federal, tornando obrigatório o Serviço Estudantil Social, como contrapartida ao investimento público, a todos os estudantes de instituições públicas de ensino superior.;Altera os artigos 206, 207, 208 e 212 da Constituição Federal de 1988.;Educação, obrigatoriedade, estudante universitário, Universidade Pública, prestação de serviço, realização, estágio supervisionado, serviço social, inexistência, remuneração, horário, critérios, avaliação de desempenho, formando, curso de graduação.;2004-09-15T19:15:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=241590;2019-01-31T00:00:00;Arquivamento;Arquivada;Proposição Sujeita à Apreciação do Plenário;
263557;74813.0;Ronaldo Caiado;PFL;GO;43;0;2004;RONALDO CAIADO;PEC;316;2004;Proposta de Emenda à Constituição;Acrescenta o art. 95 ao Ato das Disposições Constitucionais Transitórias.;"Autoriza os Deputados Federais eleitos em 2006 a modificarem a Constituição no que diz respeito a partilha de recursos públicos (Pacto Federativo); altera a Constituição Federal de 1988.";Alteração, Constituição Federal, Disposições Constitucionais Transitórias, inclusão, competência, Deputado Federal, revisão, matéria constitucional, responsabilidade, União Federal, Estados, Municípios, partilha, descentralização, recursos públicos.;2004-08-25T00:00:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=239094;2015-03-19T09:46:00;Desarquivamento a Pedido;Arquivada;Proposição Sujeita à Apreciação do Plenário;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1310903
263327;74813.0;Ronaldo Caiado;PFL;GO;47;0;2004;RONALDO CAIADO;PEC;314;2004;Proposta de Emenda à Constituição;Dispõe sobre a Organização Sindical e dá outras providências.;Altera os artigos 7º, 8º, 9º, 11, 37, 103 e 114 da Constituição Federal de 1988.;"Organização Sindical, direitos, trabalhador, trabalhador rural, reconhecimento, contrato coletivo de trabalho, registro, sindicato, equiparação, pessoa jurídica, revogação, proibição, criação, quantidade, entidades sindicais,  igualdade, base territorial, garantia, estabilidade sindical, organização, local de trabalho, normas, eleição sindical, representante, supressão, penalidade, abuso responsável, greve.  
_ Garantia, servidor público civil, celebração, contrato coletivo de trabalho, negociação coletiva de trabalho, direito de greve, equiparação, trabalhador, inciativa privada,  competência, central sindical, proposição, ação de inconstitucionalidade, Justiça do Trabalho, julgamento, ação trabalhista, servidor, Administração Pública, prazo, vigência, contrato, acordo coletivo de trabalho, proibição, livre negociação, redução, direitos trabalhistas, garantia constitucional.";2004-08-25T00:00:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=238700;2025-04-03T10:09:00;Designação de Relator(a);Aguardando Parecer;Proposição Sujeita à Apreciação do Plenário;
263015;74813.0;Ronaldo Caiado;PFL;GO;48;0;2004;RONALDO CAIADO;PEC;313;2004;Proposta de Emenda à Constituição;Altera o inciso IV do § 4º do art. 60 da Constituição Federal.;"Dispõe que não será objeto de deliberação a Proposta de Emenda à Constituição tendente a abolir os direitos e garantias fundamentais; altera a Constituição Federal de 1988.";Alteração, Constituição Federal, Processo Legislativo, proibição, deliberação, aprovação, Proposta,  Emenda Constitucional, extinção, direitos e garantias fundamentais, inclusão, direitos sociais, trabalhador.;2004-08-25T00:00:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=238320;2015-03-19T09:46:00;Desarquivamento a Pedido;Arquivada;Proposição Sujeita à Apreciação do Plenário;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1310903
262860;74813.0;Ronaldo Caiado;PFL;GO;45;0;2004;RONALDO CAIADO;PEC;310;2004;Proposta de Emenda à Constituição;Acrescenta § 3 º ao art. 215 da Constituição Federal, e o art. 90, ao Ato das Disposições Constitucionais Transitórias.;Estabelece que a União Federal destinará,  anualmente o percentual  mínimo de 2% (dois por cento) das receitas tributárias ao financiamento da Política Nacional de Apoio à Cultura.;Ato das Disposições Constitucionais Transitórias, União Federal, destinação, percentual, receita tributária, arrecadação, impostos, financiamento, Política Nacional de Apoio à Cultura,  preservação, patrimônio cultural, divulgação, bens culturais, desenvolvimento, projeto, prazo, aplicação de recursos, limite máximo, recursos públicos.;2004-08-24T00:00:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=238147;2007-04-27T00:00:00;Desarquivamento a Pedido;Tramitando em Conjunto;Proposição Sujeita à Apreciação do Plenário;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=450967
262815;74813.0;Ronaldo Caiado;PFL;GO;7;0;2004;RONALDO CAIADO;REQ;253;2004;Requerimento;Requer votação de proposição extrapauta.;;;2004-08-24T17:03:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=238090;2004-08-24T15:30:00;Aprovação de Proposição Interna;Arquivada;Indefinida;
260547;74813.0;Ronaldo Caiado;PFL;GO;39;0;2004;RONALDO CAIADO;PEC;305;2004;Proposta de Emenda à Constituição;Proíbe a edição de Medida Provisória em  matéria tributária.;Altera o artigo 62 da Constituição Federal de 1988.;Alteração, Constituição Federal, Processo Legislativo, proibição, Presidente da República, apresentação, edição, Medida Provisória, matéria tributária, legislação tributária, finanças públicas.;2004-07-08T00:00:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=233463;2015-03-19T09:46:00;Desarquivamento a Pedido;Arquivada;Proposição Sujeita à Apreciação do Plenário;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1310903
259713;74813.0;Ronaldo Caiado;PFL;GO;19;0;2004;RONALDO CAIADO;REC;138;2004;Recurso contra apreciação conclusiva de comissão (Art. 58, § 1º c/c art. 132, § 2º, RICD);Recorre contra a apreciação conclusiva da Comissão de Trabalho, Administração e Serviço Público sobre o Projeto de Lei nº 2052, de 2003.;;;2004-07-05T00:00:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=232249;2015-01-31T00:00:00;Arquivamento;Arquivada;Indefinida;
259629;74813.0;Ronaldo Caiado;PFL;GO;1;1;2004;RONALDO CAIADO;EMC;10;2004;Emenda na Comissão;;;;2004-06-22T10:40:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=232060;2004-06-22T10:40:00;Apresentação de Proposição;;Indefinida;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=232060
259626;74813.0;Ronaldo Caiado;PFL;GO;1;1;2004;RONALDO CAIADO;EMC;7;2004;Emenda na Comissão;;;;2004-06-21T10:36:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=232056;2004-06-21T10:36:00;Apresentação de Proposição;;Indefinida;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=232056
259625;74813.0;Ronaldo Caiado;PFL;GO;1;1;2004;RONALDO CAIADO;EMC;6;2004;Emenda na Comissão;;;;2004-06-21T10:35:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=232053;2004-06-21T10:35:00;Apresentação de Proposição;;Indefinida;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=232053
259620;74813.0;Ronaldo Caiado;PFL;GO;1;1;2004;RONALDO CAIADO;EMC;1;2004;Emenda na Comissão;;;;2004-06-21T10:26:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=232044;2004-06-21T10:26:00;Apresentação de Proposição;;Indefinida;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=232044
259171;74813.0;Ronaldo Caiado;PFL;GO;49;0;2004;RONALDO CAIADO;PEC;295;2004;Proposta de Emenda à Constituição;Acrescenta os §§ 2º e 3º ao art. 89 do Ato das Disposições Constitucionais Transitórias.;"Considera concretizada a transformação do extinto Território de Rondônia em Estado a partir da posse do governador, ocorrida em março de 1987; disciplina a situação funcional dos servidores civis, admitidos por força de lei federal, que ingressaram no Serviço Público após a posse do governador até o ano de 1991. Altera a Constituição Federal de 1988.";Alteração, Constituição Federal, Disposições Constitucionais Transitórias, definição, data, transformação, Território Federal de Rondônia, Estado, posse, governador, disponibilidade, policial militar, servidor público civil, quadro extinto, custeio, pagamento, remuneração, União Federal, Governo Federal.;2004-06-24T00:00:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=230328;2009-09-16T00:00:00;Prejudicado;Arquivada;Proposição Sujeita à Apreciação do Plenário;
259170;74813.0;Ronaldo Caiado;PFL;GO;48;0;2004;RONALDO CAIADO;PEC;294;2004;Proposta de Emenda à Constituição;Acrescenta os §§ 2º e 3º ao art. 89 do ADCT.;"Altera a Constituição Federal de 1988. Considera concretizada a transformação do extinto Território de Rondônia em Estado a partir da posse do governador, ocorrida em março de 1987; disciplina a situação funcional dos servidores civis, admitidos por força de lei federal, que ingressaram no Serviço Público após a posse do governador até o ano de 1991.";Alteração, Constituição Federal, Disposições Constitucionais Transitórias, definição, data, transformação, Território Federal de Rondônia, Estado, prazo, posse, governador, disponibilidade, policial militar, servidor público civil,  quadro extinto, custeio, pagamento, remuneração, União Federal, Governo Federal.;2004-06-24T00:00:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=230327;2009-09-16T00:00:00;Prejudicado;;Proposição Sujeita à Apreciação do Plenário;
258846;74813.0;Ronaldo Caiado;PFL;GO;52;0;2004;RONALDO CAIADO;PEC;291;2004;Proposta de Emenda à Constituição;Modifica o art. 171 da Constituição Federal, revogado pela Emenda Constitucional nº 6 / 95, prevendo tratamento específico para as empresas que desenvolvam atividades consideradas estratégicas para a defesa nacional, bem como  proteção e benefícios para as empresas que promovam atividades de produção tecnológica imprescindíveis ao desenvolvimento do País.;Altera a Constituição Federal de 1988.;Alteração, Constituição Federal, normas, elaboração, estatuto, empresa, atividade, área estrantégica, defesa nacional, concessão, proteção, benefício, produção, bens, serviço, tecnologia, desenvolvimento tecnológico, País, facilidade, importação, matéria prima, exportação, controle, comercialização, produto, lei federal, facultatividade, tratamento especial, empresa brasileira.;2004-06-23T00:00:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=229688;2015-03-19T09:46:00;Desarquivamento a Pedido;Arquivada;Proposição Sujeita à Apreciação do Plenário;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1310903
258473;74813.0;Ronaldo Caiado;PFL;GO;52;0;2004;RONALDO CAIADO;PEC;290;2004;Proposta de Emenda à Constituição;Acrescenta parágrafos ao art. 100 da Constituição, para admitir a penhora de bens públicos quando do descumprimento das normas referentes a precatórios.;Altera a Constituição Federal de 1988.;Alteração, Constituição Federal, Judiciário, autorização, penhora, bens públicos, obrigatoriedade, intervenção, Ministério Público, expedição, carta de arrematação, requerimento, Presidente, Tribunais, quantia, pagamento, débitos, precatório, Fazenda Pública.;2004-06-17T00:00:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=235153;2011-02-16T13:20:00;Desarquivamento a Pedido;Arquivada;Proposição Sujeita à Apreciação do Plenário;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=840137
257455;74813.0;Ronaldo Caiado;PFL;GO;15;0;2004;RONALDO CAIADO;REQ;233;2004;Requerimento;Requeiro, nos termos regimentais, seja votado na reunião de hoje Indicação de minha autoria.;;;2004-06-09T14:12:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=226430;2004-06-09T10:00:00;Aprovação de Proposição Interna;Arquivada;Indefinida;
256995;74813.0;Ronaldo Caiado;PFL;GO;3;0;2004;RONALDO CAIADO;EMP;288;2004;Emenda de Plenário;Dispõe sobre o PROUNI;;;2004-06-03T15:37:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=225442;2004-06-03T15:37:00;Apresentação de Proposição;;Indefinida;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=225442
256994;74813.0;Ronaldo Caiado;PFL;GO;3;0;2004;RONALDO CAIADO;EMP;287;2004;Emenda de Plenário;Dispõe sobre o PROUNI;;;2004-06-03T15:36:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=225441;2004-06-03T15:36:00;Apresentação de Proposição;;Indefinida;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=225441
256993;74813.0;Ronaldo Caiado;PFL;GO;3;0;2004;RONALDO CAIADO;EMP;286;2004;Emenda de Plenário;Dispõe sobre o PROUNI;;;2004-06-03T15:35:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=225440;2004-06-03T15:35:00;Apresentação de Proposição;;Indefinida;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=225440
256992;74813.0;Ronaldo Caiado;PFL;GO;3;0;2004;RONALDO CAIADO;EMP;285;2004;Emenda de Plenário;Dispõe sobre o PROUNI;;;2004-06-03T15:34:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=225439;2004-06-03T15:34:00;Apresentação de Proposição;;Indefinida;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=225439
256991;74813.0;Ronaldo Caiado;PFL;GO;3;0;2004;RONALDO CAIADO;EMP;284;2004;Emenda de Plenário;Dispõe sobre o PROUNI;;;2004-06-03T15:33:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=225438;2004-06-03T15:33:00;Apresentação de Proposição;;Indefinida;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=225438
256990;74813.0;Ronaldo Caiado;PFL;GO;3;0;2004;RONALDO CAIADO;EMP;283;2004;Emenda de Plenário;Dispõe sobre o PROUNI;;;2004-06-03T15:32:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=225437;2004-06-03T15:32:00;Apresentação de Proposição;;Indefinida;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=225437
256988;74813.0;Ronaldo Caiado;PFL;GO;3;0;2004;RONALDO CAIADO;EMP;282;2004;Emenda de Plenário;Dispõe sobre o PROUNI;;;2004-06-03T15:31:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=225435;2004-06-03T15:31:00;Apresentação de Proposição;;Indefinida;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=225435
256073;74813.0;Ronaldo Caiado;PFL;GO;53;0;2004;RONALDO CAIADO;REC;133;2004;Recurso contra apreciação conclusiva de comissão (Art. 58, § 1º c/c art. 132, § 2º, RICD);"Recorre contra a apreciação conclusiva da Comissão de Constituição e Justiça e de Cidadania sobre o Projeto de Lei nº 6.671, de 2002 - do Senado Federal - (PLS 288 / 2001) - que ""Acrescenta dispositivos ao art. 652 da Consolidação das Leis do Trabalho CLT, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para dispor sobre a competência dos Juízes do Trabalho e dá outras providências"".";;;2004-06-01T00:00:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=223877;2023-01-31T00:00:00;Arquivamento;Arquivada;Indefinida;
254037;74813.0;Ronaldo Caiado;PFL;GO;4;0;2004;RONALDO CAIADO;REQ;223;2004;Requerimento de Audiência Pública;Requer, nos termos regimentais, seja realizada reunião de audiência pública, para discussão da rastreabilidade bovina.;;;2004-05-19T10:58:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=219807;2004-05-26T10:00:00;Aprovação de Proposição Interna;Arquivada;Proposição Sujeita à Apreciação Conclusiva pelas Comissões(Art. 24, II, do RICD);
253389;74813.0;Ronaldo Caiado;PFL;GO;51;0;2004;RONALDO CAIADO;PEC;274;2004;Proposta de Emenda à Constituição;Dá nova redação ao art. 150, inciso IV, da Constituição Federal.;"Proibe a União, os Estados, o Distrito Federal e os Municípios de instituir contribuições sobre patrimônio, renda ou serviços dos entes sujeitos à imunidade tributária; altera a Constituição Federal de 1988.";Constituição Federal (1988), Sistema Tributário Nacional, limitação, tributação, proibição, criação, contribuição social, incidência, patrimônio, renda, serviços, Administração Pública, templo,  Organização religiosa, igreja, partido político, sindicato, instituição educacional, entidade sem fins lucrativos, entidade filantrópica, Papel de impressão, livro, jornal, periódico, imunidade tributária.;2004-05-13T00:00:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=218076;2015-03-19T09:46:00;Desarquivamento a Pedido;Arquivada;Proposição Sujeita à Apreciação do Plenário;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1310903
253218;74813.0;Ronaldo Caiado;PFL;GO;44;0;2004;RONALDO CAIADO;PRC;147;2004;Projeto de Resolução de Criação de CPI;Requer a criação de Comissão Parlamentar de Inquérito para investigar fatos determinados, ocorridos nos anos de 2003 e 2004, referente à possível extração ilegal de minerais na Reserva Indígena Roosevelt localizada na Região de Espigão do Oeste no Estado de Rondônia, bem como investigar o contrabando dessa lavra.;;Criação, (CPI), investigação, ilegalidade, exploração, extração, recursos minerais, mineração, Reserva Indígena Roosevelt,  terras indígenas, contrabando, lavra de minério, diamante, município, Espigão D' Oeste, (RO).;2004-05-12T00:00:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=217797;2015-03-19T09:46:00;Desarquivamento a Pedido;Arquivada;Proposição Sujeita à Apreciação do Plenário;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1310903
251943;74813.0;Ronaldo Caiado;PFL;GO;46;0;2004;RONALDO CAIADO;PEC;269;2004;Proposta de Emenda à Constituição;Acrescenta alínea ao inciso XVI do art. 37 da Constituição Federal, para permitir a acumulação remunerada, nas condições do referido artigo, de dois cargos de pedagogo.;;Autorização, acumulação de cargos, Pedagogo, fixação, jornada especial de trabalho.;2004-05-05T00:00:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=215788;2015-01-31T00:00:00;Arquivamento;Arquivada;Proposição Sujeita à Apreciação do Plenário;
251097;74813.0;Ronaldo Caiado;PFL;GO;47;0;2004;RONALDO CAIADO;RCP;46;2004;Requerimento de Instituição de CPI;Requer a instituição de Comissão Parlamentar de Inquérito, com a finalidade de apurar o conflito, em terras indígenas, motivado pela disputa pela exploração de diamantes, ocorrido na Reserva Roosevelt, no Estado de Rondônia, que culminou no massacre de 29 (vinte e nove) garimpeiros.;;Criação, (CPI), investigação, conflito, terras indígenas, Reserva Indígena Roosevelt, Município, Espigão D'Oeste, (RO), disputa, índio, exploração, garimpagem, diamante, homicídio, garimpeiro.;2004-04-29T00:00:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=214480;2015-03-19T09:46:00;Desarquivamento a Pedido;Arquivada;Indefinida;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1310903
250992;74813.0;Ronaldo Caiado;PFL;GO;157;0;2004;RONALDO CAIADO;PEC;267;2004;Proposta de Emenda à Constituição;Dá nova redação ao Inciso VI do Art. 206 da Constituição Federal.;Inclui como princípio educacional a gestão democrática da educação, e não apenas do ensino público.;Princípio constitucional, gestão, Educação, inclusão, ensino particular, ampliação, escola pública, escola particular.;2004-04-29T00:00:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=214211;2021-03-10T09:00:00;Saída de Relator(a) da Comissão - Com Parecer Apresentado;Aguardando Designação de Relator(a);Proposição Sujeita à Apreciação do Plenário;
249707;74813.0;Ronaldo Caiado;PFL;GO;41;0;2004;RONALDO CAIADO;PEC;261;2004;Proposta de Emenda à Constituição;Modifica o artigo 62 da Constituição Federal.;"Estabelece novo prazo para tramitação de Medidas Provisórias, iguala-as aos projetos de lei com vigência constitucional; altera a Constituição Federal de 1988.";"Alteração, Constituição Federal, fixação, prazo, tramitação, Medida Provisória, apreciação, discussão, Comissões, equiparação, urgência, projeto de lei, proibição, prorrogação, reedição, matéria, rejeição, perda, eficácia, decurso de prazo, promulagação, decreto legislativo, Comissão de Constituição, Justiça e Cidadania, Câmara  dos Deputados, Senado, aumento, peródo, sobrestamento.  
_ Alteração, Disposições Constitucionais Transitórias, normas, apreciação, medida provisória.";2004-04-15T00:00:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=211485;2015-03-19T09:46:00;Desarquivamento a Pedido;Arquivada;Proposição Sujeita à Apreciação do Plenário;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1310903
158875;74813.0;Ronaldo Caiado;PFL;GO;14;0;2004;RONALDO CAIADO;REQ;193;2004;Requerimento;Requeiro, nos termos do artigo 52, § 5º do Regimento Interno da Câmara dos Deputados, a inclusão na Ordem do Dia desta Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural da Câmara dos Deputados, o requerimento em anexo, que tem por objetivo a realização de Audiência Pública para Debater sobre o endividamento rural do Nordeste e a renegociação das dívidas com recursos dos Fundos Constitucionais de Financiamento, do Programa Nacional de Fortalecimento da Agricultura Familiar(Pronaf) e demais fontes, conforme previsto na Lei 10.823/2003.;;;2004-03-31T09:06:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=207266;2004-03-31T10:00:00;Aprovação de Proposição Interna;Arquivada;Indefinida;
158196;74813.0;Ronaldo Caiado;PFL;GO;149;0;2004;RONALDO CAIADO;EMC;3;2004;Emenda na Comissão;"§ 2° Lei disporá sobre a retenção de parte do bem a ser expropriado ou a sua compensação financeira, em benefício do cônjuge e dos filhos menores que não tenham participado, direta ou indiretamente, das condutas referidas no caput.""";;;2004-03-26T09:25:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=205868;2004-03-26T09:25:00;Apresentação de Proposição;;Indefinida;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=205868
158195;74813.0;Ronaldo Caiado;PFL;GO;151;0;2004;RONALDO CAIADO;EMC;2;2004;Emenda na Comissão;Art. 243. As áreas urbanas e rurais de qualquer região do País onde forem localizadas culturas ilegais de plantas psicotrópicas ou a exploração de trabalho escravo serão imediatamente expropriadas, sem qualquer indenização ao proprietário e sem prejuízo de outras sanções previstas em lei.;;;2004-03-26T09:22:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=205867;2004-03-26T09:22:00;Apresentação de Proposição;;Indefinida;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=205867
157867;74813.0;Ronaldo Caiado;PFL;GO;1;1;2004;RONALDO CAIADO;REQ;16;2004;Requerimento;Requer convidar o Sr. Raul Jungmann para participar de reunião de audiência pública nesta Comissão Especial.;;;2004-03-24T19:09:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=205398;2004-03-31T14:30:00;Aprovação de Proposição Interna;Arquivada;Indefinida;
157780;74813.0;Ronaldo Caiado;PFL;GO;1;1;2004;RONALDO CAIADO;EMC;1;2004;Emenda na Comissão;Dá nova redação ao art. 1º da PEC nº 438, de 2001, para acrescentar o art. 243-A à Constituição Federal, estabelecendo que responderá por crime hediondo todo aquele que concorrer para a exploração de trabalho escravo.;;;2004-03-24T17:03:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=205270;2004-03-24T17:03:00;Apresentação de Proposição;;Indefinida;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=205270
157523;74813.0;Ronaldo Caiado;PFL;GO;19;0;2004;RONALDO CAIADO;REQ;179;2004;Requerimento;Requerem a apreciação da Moção de apoio ao Senhor Roberto Rodrigues, Ministro de Estado da Agricultura, Pecuária e Abastecimento.;;;2004-03-24T11:22:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=204920;2004-03-31T10:00:00;Aprovação de Proposição Interna;Arquivada;Indefinida;
156946;74813.0;Ronaldo Caiado;PFL;GO;34;0;2004;RONALDO CAIADO;EMC;33;2004;Emenda na Comissão;Altera o § 2º ao Art. 40, da Constituição Federal, de acordo com a seguinte redação:;;;2004-03-19T16:28:00;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=204007;2004-03-19T16:28:00;Apresentação de Proposição;;Indefinida;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=204007
