candidato;codigo_materia;dados_tramitacao
RONALDO_CAIADO;122841;
RONALDO_CAIADO;128350;
RONALDO_CAIADO;120477;
RONALDO_CAIADO;119945;
RONALDO_CAIADO;127843;
RONALDO_CAIADO;128524;
RONALDO_CAIADO;131039;
RONALDO_CAIADO;132374;
RONALDO_CAIADO;133527;
RONALDO_CAIADO;124072;
RONALDO_CAIADO;121966;
RONALDO_CAIADO;119668;
RONALDO_CAIADO;121320;
RONALDO_CAIADO;121220;
RONALDO_CAIADO;128242;
RONALDO_CAIADO;130033;
RONALDO_CAIADO;120875;
RONALDO_CAIADO;119872;
RONALDO_CAIADO;119741;
RONALDO_CAIADO;119690;
RONALDO_CAIADO;120420;
RONALDO_CAIADO;120950;
RONALDO_CAIADO;122666;
RONALDO_CAIADO;125080;
RONALDO_CAIADO;125068;
RONALDO_CAIADO;124544;
RONALDO_CAIADO;121492;
RONALDO_CAIADO;121433;
RONALDO_CAIADO;134042;
RONALDO_CAIADO;125078;
RONALDO_CAIADO;122699;
RONALDO_CAIADO;128936;
RONALDO_CAIADO;129591;
RONALDO_CAIADO;120201;
RONALDO_CAIADO;124120;
RONALDO_CAIADO;122078;
RONALDO_CAIADO;121326;
RONALDO_CAIADO;121496;
RONALDO_CAIADO;125069;
RONALDO_CAIADO;124498;
RONALDO_CAIADO;122999;
RONALDO_CAIADO;122775;
RONALDO_CAIADO;129782;
RONALDO_CAIADO;135049;
RONALDO_CAIADO;125532;
RONALDO_CAIADO;121023;
RONALDO_CAIADO;126519;
RONALDO_CAIADO;124460;
RONALDO_CAIADO;123158;
RONALDO_CAIADO;121423;
RONALDO_CAIADO;120565;
RONALDO_CAIADO;119878;
RONALDO_CAIADO;120269;
RONALDO_CAIADO;125011;
RONALDO_CAIADO;120289;
RONALDO_CAIADO;124548;
RONALDO_CAIADO;124195;
RONALDO_CAIADO;129063;
RONALDO_CAIADO;127222;
RONALDO_CAIADO;127226;
RONALDO_CAIADO;130672;
RONALDO_CAIADO;125429;
